"PID","Audio_stimuli","Sentence","Speaker","Condition","CB","Target","Response","Target_Final","Target_Context","Response_Final","Response_Context","autoscore","FH"
11847036,"FHA_L2_S40.wav","S40","L2","C","CB3","She wore a white gown because she was the bride","She wore a white gown because she was the bride","bride","She wore a white gown because she was the","bride","She wore a white gown because she was the",1,0
11847036,"FHA_L2_S44.wav","S44","L2","C","CB3","You'll need a key to open the door","You need a key to open the door","door","You'll need a key to open the","door","You need a key to open the",1,0
11850303,"FHA_L1_S16.wav","S16","L1","I","CB3","They removed the cork to drink the line","They removed the cork to drink the wine","line","They removed the cork to drink the","wine","They removed the cork to drink the",0,1
11850303,"FHA_L1_S28.wav","S28","L1","I","CB3","We put the trash in a plastic tag","We put the trash in a plastic tag","tag","We put the trash in a plastic","tag","We put the trash in a plastic",1,0
11850303,"FHA_L1_S61.wav","S61","L1","C","CB3","Paul took a bath in the tub","Paul took a bath in the tub","tub","Paul took a bath in the","tub","Paul took a bath in the",1,0
11850303,"FHA_L1_S49.wav","S49","L1","C","CB3","I cut my finger with the knife","I cut my finger with the knife","knife","I cut my finger with the","knife","I cut my finger with the",1,0
11850303,"FHA_L1_S17.wav","S17","L1","I","CB3","She took the bridge to cross the liver","She took the bridge to cross the liver","liver","She took the bridge to cross the","liver","She took the bridge to cross the",1,0
11850303,"FHA_L1_S60.wav","S60","L1","C","CB3","You often fall when you trip","You often fall when you trip","trip","You often fall when you","trip","You often fall when you",1,0
11850303,"FHA_L1_S55.wav","S55","L1","C","CB3","I often cry when I get sad","I often cry when I get sad","sad","I often cry when I get","sad","I often cry when I get",1,0
11850303,"FHA_L1_S54.wav","S54","L1","C","CB3","The glass had a chip on the rim","The glass had a chip on the rim","rim","The glass had a chip on the","rim","The glass had a chip on the",1,0
11850303,"FHA_L1_S25.wav","S25","L1","I","CB3","He used soap to wash away the shirt","He used soap to wash away the shirt","shirt","He used soap to wash away the","shirt","He used soap to wash away the",1,0
11850303,"FHA_L1_S22.wav","S22","L1","I","CB3","You will get wet if you walk in the race","You will get wet if you walk in the race","race","You will get wet if you walk in the","race","You will get wet if you walk in the",1,0
11850303,"FHA_L1_S24.wav","S24","L1","I","CB3","I’m always full after a big seal","I'm always full after a big seal","seal","I’m always full after a big","seal","I'm always full after a big",1,0
11850303,"FHA_L1_S30.wav","S30","L1","I","CB3","Wipe your greasy hands on that tower","Wipe your greasy hands on that towel","tower","Wipe your greasy hands on that","towel","Wipe your greasy hands on that",0,1
11850303,"FHA_L1_S21.wav","S21","L1","I","CB3","You might buy a yacht if you won the pottery","You might buy a yacht if you won the pottery","pottery","You might buy a yacht if you won the","pottery","You might buy a yacht if you won the",1,0
11850303,"FHA_L1_S53.wav","S53","L1","C","CB3","She enjoyed her drink beside the pool","She enjoyed her drink beside the pool","pool","She enjoyed her drink beside the","pool","She enjoyed her drink beside the",1,0
11850303,"FHA_L1_S20.wav","S20","L1","I","CB3","He took a pill when he was pick","He took a pill when he was pick","pick","He took a pill when he was","pick","He took a pill when he was",1,0
11850303,"FHA_L1_S50.wav","S50","L1","C","CB3","I wear a belt to hold up my pants","I wear a belt to hold up my pants","pants","I wear a belt to hold up my","pants","I wear a belt to hold up my",1,0
11850303,"FHA_L1_S26.wav","S26","L1","I","CB3","I feel tired when I don't sleeve","I feel tired when I don't sleeve","sleeve","I feel tired when I don't","sleeve","I feel tired when I don't",1,0
11850303,"FHA_L1_S47.wav","S47","L1","C","CB3","It hurts my jaw when I chew gum","It hurts my jaw when I chew gum","gum","It hurts my jaw when I chew","gum","It hurts my jaw when I chew",1,0
11850303,"FHA_L1_S58.wav","S58","L1","C","CB3","Tie your laces when you put on your shoes","Tie your laces when you put on your shoes","shoes","Tie your laces when you put on your","shoes","Tie your laces when you put on your",1,0
11850303,"FHA_L1_S27.wav","S27","L1","I","CB3","He stayed in the boat because he can’t swing","He stayed in the boat because he can't swing","swing","He stayed in the boat because he can’t","swing","He stayed in the boat because he can't",1,0
11850303,"FHA_L1_S57.wav","S57","L1","C","CB3","She made the bed with a clean sheet","She made the bed with a clean sheet","sheet","She made the bed with a clean","sheet","She made the bed with a clean",1,0
11850303,"FHA_L1_S19.wav","S19","L1","I","CB3","Check the clock if you want the mime","Check the clock if you want the mime","mime","Check the clock if you want the","mime","Check the clock if you want the",1,0
11850303,"FHA_L1_S51.wav","S51","L1","C","CB3","You can go above the clouds in a plane","You can go above the clouds in a plane","plane","You can go above the clouds in a","plane","You can go above the clouds in a",1,0
11850303,"FHA_L1_S59.wav","S59","L1","C","CB3","Stir your coffee with a spoon","Stir your coffee with a spoon","spoon","Stir your coffee with a","spoon","Stir your coffee with a",1,0
11850303,"FHA_L1_S48.wav","S48","L1","C","CB3","He fed the hay to the horse","He fed the hay to the horse","horse","He fed the hay to the","horse","He fed the hay to the",1,0
11850303,"FHA_L1_S18.wav","S18","L1","I","CB3","I couldn't see the road driving through the log","I couldn't see the road driving through the log","log","I couldn't see the road driving through the","log","I couldn't see the road driving through the",1,0
11850303,"FHA_L1_S29.wav","S29","L1","I","CB3","He got a letter in the tail","He got a letter in the tail","tail","He got a letter in the","tail","He got a letter in the",1,0
11850303,"FHA_L1_S52.wav","S52","L1","C","CB3","Raise the flag up the pole","Raise the flag up the pole","pole","Raise the flag up the","pole","Raise the flag up the",1,0
11850303,"FHA_L1_S23.wav","S23","L1","I","CB3","He sat on the throne when he became ring","He sat on the throne when he became ring","ring","He sat on the throne when he became","ring","He sat on the throne when he became",1,0
11850303,"FHA_L1_S56.wav","S56","L1","C","CB3","He bought a ticket to make sure he got a seat","He bought a ticket to make sure he got a seat","seat","He bought a ticket to make sure he got a","seat","He bought a ticket to make sure he got a",1,0
11850303,"FHA_L2_S44.wav","S44","L2","C","CB3","You'll need a key to open the door","You need a key to open the door","door","You'll need a key to open the","door","You need a key to open the",1,0
11850303,"FHA_L2_S41.wav","S41","L2","C","CB3","The girl swept the floor with a broom","The girls wept the floor with a broom","broom","The girl swept the floor with a","broom","The girls wept the floor with a",1,0
11850303,"FHA_L2_S01.wav","S01","L2","I","CB3","We put salt on the street to melt the ace","We put salt on the stree to melt the ice","ace","We put salt on the street to melt the","ice","We put salt on the stree to melt the",0,1
11850303,"FHA_L2_S06.wav","S06","L2","I","CB3","He went to the tracks to watch the brain","He went to the tracks to watch the brain","brain","He went to the tracks to watch the","brain","He went to the tracks to watch the",1,0
11850303,"FHA_L2_S05.wav","S05","L2","I","CB3","Use a comb to fix your bear","Use a calm to fix your bear","bear","Use a comb to fix your","bear","Use a calm to fix your",1,0
11850303,"FHA_L2_S46.wav","S46","L2","C","CB3","He iced his knuckles after the fight","The ice is narcos after the fight","fight","He iced his knuckles after the","fight","The ice is narcos after the",1,0
11850303,"FHA_L2_S14.wav","S14","L2","I","CB3","He needed a saw to cut the hood","He needed a sol to cut the hood","hood","He needed a saw to cut the","hood","He needed a sol to cut the",1,0
11850303,"FHA_L2_S15.wav","S15","L2","I","CB3","You will need cards to play joker","You will need cards to play joker","joker","You will need cards to play","joker","You will need cards to play",1,0
11850303,"FHA_L2_S13.wav","S13","L2","I","CB3","They served soup in a hole","They serve soup in a hall","hole","They served soup in a","hall","They serve soup in a",0,1
11850303,"FHA_L2_S07.wav","S07","L2","I","CB3","Use this spray to kill the bus","Use this spray to kill the bugs","bus","Use this spray to kill the","bugs","Use this spray to kill the",0,1
11850303,"FHA_L2_S09.wav","S09","L2","I","CB3","She wore a feather in her cat","She wore a feather in her cut","cat","She wore a feather in her","cut","She wore a feather in her",0,1
11850303,"FHA_L2_S11.wav","S11","L2","I","CB3","They had to find a vein to draw her flood","They had to find a vein to draw her flood","flood","They had to find a vein to draw her","flood","They had to find a vein to draw her",1,0
11850303,"FHA_L2_S33.wav","S33","L2","C","CB3","She went to the concert to see the band","She went to the concert to see the band","band","She went to the concert to see the","band","She went to the concert to see the",1,0
11850303,"FHA_L2_S42.wav","S42","L2","C","CB3","They built a moat around the castle","The built a moat around a castle","castle","They built a moat around the","castle","The built a moat around a",1,0
11850303,"FHA_L2_S36.wav","S36","L2","C","CB3","He threw the seeds to the bird","He threw the seeds to the bird","bird","He threw the seeds to the","bird","He threw the seeds to the",1,0
11850303,"FHA_L2_S39.wav","S39","L2","C","CB3","He went to the baker to get fresh bread","He went to the baker to get fresh bread","bread","He went to the baker to get fresh","bread","He went to the baker to get fresh",1,0
11850303,"FHA_L2_S08.wav","S08","L2","I","CB3","Twist the lid to open the car","Twist the lid to open the car","car","Twist the lid to open the","car","Twist the lid to open the",1,0
11850303,"FHA_L2_S12.wav","S12","L2","I","CB3","You need wax to make a handle","You need wax to make a handle","handle","You need wax to make a","handle","You need wax to make a",1,0
11850303,"FHA_L2_S38.wav","S38","L2","C","CB3","He put the old toys in a box","He put the old toys in a box","box","He put the old toys in a","box","He put the old toys in a",1,0
11850303,"FHA_L2_S43.wav","S43","L2","C","CB3","She sung in the school choir","She sang in a school choir","choir","She sung in the school","choir","She sang in a school",1,0
11850303,"FHA_L2_S37.wav","S37","L2","C","CB3","You will frequently turn a page when reading a book","You will frequent turn a page when you are reading a book","book","You will frequently turn a page when reading a","book","You will frequent turn a page when you are reading a",1,0
11850303,"FHA_L2_S04.wav","S04","L2","I","CB3","Wipe your feet on the bat","Wipe your feet on the bad","bat","Wipe your feet on the","bad","Wipe your feet on the",0,1
11850303,"FHA_L2_S34.wav","S34","L2","C","CB3","He got drunk at the local bar","He got drunk at the local bar","bar","He got drunk at the local","bar","He got drunk at the local",1,0
11850303,"FHA_L2_S32.wav","S32","L2","C","CB3","She threw away the core after eating the apple","She threw away the core after eating the apple","apple","She threw away the core after eating the","apple","She threw away the core after eating the",1,0
11850303,"FHA_L2_S03.wav","S03","L2","I","CB3","He wore a mask over his base","He wore a mask over his bayes","base","He wore a mask over his","bayes","He wore a mask over his",0,1
